Group.1,settingsNum,roundid,matchid,matchDate,competition,timeUncertainty,support,nRound,nConnected,chat_per_round,tools,innovation,inmot1,inmot2,tolerance,framing,round,group,pressure,toolsCPT,toolsEUT,toolsPT,toolsCPTEXP,risk,prb,structureHie,structureCel,structureNet,centralization,leaderWeight,compStrong,complexity,density,playernum,grmot1,grmot2,conformity,nPlayers,unanimity,unanimous
1335312,5,1335312,13353,18480,0,1,1,13,7,0,6,0,0.428571429,0.428571429,0,2,12,13353,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.238095238,819.1428571,0.428571429,0.428571429,0,7,0.857142857,0
1335313,5,1335313,13353,18480,0,1,1,13,7,1,8,-1,0,0,0,1,13,13353,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.238095238,819.1428571,0,0,0,7,0.857142857,0
1335401,6,1335401,13354,18479,0,1,1,13,7,9,11,NA,NaN,NaN,0,0,1,13354,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,626.4285714,NA,NA,NA,7,0.857142857,NA
1335402,6,1335402,13354,18479,0,1,1,13,7,8,12,NA,NaN,NaN,0,1,2,13354,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,626.4285714,NA,NA,NA,7,0.857142857,NA
1335403,6,1335403,13354,18479,0,1,1,13,7,8,9,NA,NaN,NaN,0,2,3,13354,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,626.4285714,NA,NA,NA,7,0.857142857,NA
1335404,6,1335404,13354,18479,0,1,1,13,7,3,10,NA,NaN,NaN,0,0,4,13354,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,626.4285714,NA,NA,NA,7,0.857142857,NA
1335405,6,1335405,13354,18479,0,1,1,13,7,6,1,-1,0,0,0,2,5,13354,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,626.4285714,0,0,0,7,0.857142857,0
1335406,6,1335406,13354,18479,0,1,1,13,7,7,1,-1,0.142857143,0,0,1,6,13354,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,626.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1335407,6,1335407,13354,18479,0,1,1,13,7,10,1,-1,0.142857143,0.142857143,0,0,7,13354,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,626.4285714,0.142857143,0.142857143,0.142857143,7,0.857142857,0
1335408,6,1335408,13354,18479,0,1,1,13,7,8,4,0,0.571428571,0.428571429,0,1,8,13354,1,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,1,626.4285714,0.571428571,0.428571429,0,7,0.857142857,0
1335409,6,1335409,13354,18479,0,1,1,13,7,9,3,-1,0.142857143,0,0,2,9,13354,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,1,626.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1335410,6,1335410,13354,18479,0,1,1,13,7,0,5,-1,0.142857143,0.142857143,0,1,10,13354,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,626.4285714,0.142857143,0.142857143,0.142857143,7,0.857142857,0
1335411,6,1335411,13354,18479,0,1,1,13,7,1,7,0,0,0.142857143,0,2,11,13354,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,626.4285714,0,0.142857143,0,7,0.857142857,0
1335412,6,1335412,13354,18479,0,1,1,13,7,0,6,-1,0,0,0,1,12,13354,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,0.066666667,626.4285714,0,0,0,7,0.857142857,0
1335413,6,1335413,13354,18479,0,1,1,13,7,1,8,-1,0.285714286,0.142857143,0,1,13,13354,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,0.066666667,626.4285714,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1335501,6,1335501,13355,18481,0,1,1,13,7,4,1,-1,0.285714286,0.285714286,0,0,1,13355,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,632.5714286,0.285714286,0.285714286,0,7,0.857142857,0
1335502,6,1335502,13355,18481,0,1,1,13,7,2,2,-1,0.142857143,0,0,1,2,13355,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,632.5714286,0.142857143,0,0.142857143,7,0.857142857,0
1335503,6,1335503,13355,18481,0,1,1,13,7,2,10,NA,NaN,NaN,0,2,3,13355,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,632.5714286,NA,NA,NA,7,0.857142857,NA
1335504,6,1335504,13355,18481,0,1,1,13,7,3,3,-1,0,0,0,0,4,13355,2,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,0.4,632.5714286,0,0,0,7,0.857142857,0
1335505,6,1335505,13355,18481,0,1,1,13,7,2,1,-1,0.285714286,0.285714286,0,2,5,13355,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,632.5714286,0.285714286,0.285714286,0,7,0.857142857,0
1335506,6,1335506,13355,18481,0,1,1,13,7,2,9,NA,NaN,NaN,0,1,6,13355,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,632.5714286,NA,NA,NA,7,0.857142857,NA
1335507,6,1335507,13355,18481,0,1,1,13,7,3,4,-1,0.857142857,0.428571429,0,0,7,13355,1,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,1,632.5714286,0.857142857,0.428571429,0,7,0.857142857,1
1335508,6,1335508,13355,18481,0,1,1,13,7,5,12,NA,NaN,NaN,0,1,8,13355,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,632.5714286,NA,NA,NA,7,0.857142857,NA
1335509,6,1335509,13355,18481,0,1,1,13,7,3,11,NA,NaN,NaN,0,2,9,13355,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,632.5714286,NA,NA,NA,7,0.857142857,NA
1335510,6,1335510,13355,18481,0,1,1,13,7,0,5,-1,0.285714286,0.285714286,0,1,10,13355,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,632.5714286,0.285714286,0.285714286,0.142857143,7,0.857142857,0
1335511,6,1335511,13355,18481,0,1,1,13,7,3,7,-1,0.428571429,0.142857143,0,2,11,13355,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,632.5714286,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1335512,6,1335512,13355,18481,0,1,1,13,7,0,6,0,0.142857143,0.571428571,0,1,12,13355,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,0.066666667,632.5714286,0.142857143,0.571428571,0,7,0.857142857,0
1335513,6,1335513,13355,18481,0,1,1,13,7,6,8,-1,0.428571429,0.142857143,0,1,13,13355,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,0.066666667,632.5714286,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1335601,6,1335601,13356,18479,0,1,1,13,7,0,3,-1,0,0,0,0,1,13356,1,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,0.4,998.4285714,0,0,0,7,0.857142857,0
1335602,6,1335602,13356,18479,0,1,1,13,7,0,1,-1,0,0,0,1,2,13356,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,998.4285714,0,0,0,7,0.857142857,0
1335603,6,1335603,13356,18479,0,1,1,13,7,0,11,NA,NaN,NaN,0,2,3,13356,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,998.4285714,NA,NA,NA,7,0.857142857,NA
1335604,6,1335604,13356,18479,0,1,1,13,7,0,4,0,0.142857143,0,0,0,4,13356,2,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,0.4,998.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1335605,6,1335605,13356,18479,0,1,1,13,7,0,1,-1,0.142857143,0,0,2,5,13356,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.4,998.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1335606,6,1335606,13356,18479,0,1,1,13,7,0,10,NA,NaN,NaN,0,1,6,13356,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.4,998.4285714,NA,NA,NA,7,0.857142857,NA
1335607,6,1335607,13356,18479,0,1,1,13,7,0,12,NA,NaN,NaN,0,0,7,13356,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,998.4285714,NA,NA,NA,7,0.857142857,NA
1335608,6,1335608,13356,18479,0,1,1,13,7,2,9,NA,NaN,NaN,0,1,8,13356,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,998.4285714,NA,NA,NA,7,0.857142857,NA
1335609,6,1335609,13356,18479,0,1,1,13,7,0,2,-1,0,0,0,2,9,13356,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,998.4285714,0,0,0,7,0.857142857,0
1335610,6,1335610,13356,18479,0,1,1,13,7,0,5,-1,0,0,0,1,10,13356,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,998.4285714,0,0,0,7,0.857142857,0
1335611,6,1335611,13356,18479,0,1,1,13,7,0,7,0,0.428571429,0.142857143,0,2,11,13356,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,998.4285714,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1335612,6,1335612,13356,18479,0,1,1,13,7,0,6,0,0.285714286,0.142857143,0,1,12,13356,1,2,1,2,2,0.05,1.03,0,0,1,0.83,0,0,1,0.066666667,998.4285714,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1335613,6,1335613,13356,18479,0,1,1,13,7,0,8,0,0.285714286,0.428571429,0,1,13,13356,1,1,1,1,2,0,0,0,0,1,0.83,0,0,1,0.066666667,998.4285714,0.285714286,0.428571429,0,7,0.857142857,0
1335901,7,1335901,13359,18479,0,1,0,13,7,3,1,0,0.571428571,0.428571429,1,0,1,13359,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,606,0.571428571,0.428571429,0,7,0.857142857,0
1335902,7,1335902,13359,18479,0,1,0,13,7,5,1,0,0.571428571,0.428571429,1,2,2,13359,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,606,0.571428571,0.428571429,0,7,0.857142857,0
1335903,7,1335903,13359,18479,0,1,0,13,7,4,11,NA,NaN,NaN,1,1,3,13359,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.285714286,606,NA,NA,NA,7,0.857142857,NA
1335904,7,1335904,13359,18479,0,1,0,13,7,2,1,-1,0.285714286,0.142857143,1,0,4,13359,2,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.428571429,606,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1335905,7,1335905,13359,18479,0,1,0,13,7,2,12,NA,NaN,NaN,1,1,5,13359,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,606,NA,NA,NA,7,0.857142857,NA
1335906,7,1335906,13359,18479,0,1,0,13,7,3,9,NA,NaN,NaN,1,2,6,13359,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,606,NA,NA,NA,7,0.857142857,NA
1335907,7,1335907,13359,18479,0,1,0,13,7,1,10,NA,NaN,NaN,1,0,7,13359,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,606,NA,NA,NA,7,0.857142857,NA
1335908,7,1335908,13359,18479,0,1,0,13,7,1,4,-1,0.142857143,0,1,2,8,13359,1,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.238095238,606,0.142857143,0,0.142857143,7,0.857142857,0
1335909,7,1335909,13359,18479,0,1,0,13,7,1,3,-1,0,0,1,1,9,13359,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.238095238,606,0,0,0,7,0.857142857,0
1335910,7,1335910,13359,18479,0,1,0,13,7,0,5,-1,0.285714286,0,1,1,10,13359,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,606,0.285714286,0,0.285714286,7,0.857142857,0
1335911,7,1335911,13359,18479,0,1,0,13,7,1,7,0,0.571428571,0,1,2,11,13359,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,606,0.571428571,0,0,7,0.857142857,0
1335912,7,1335912,13359,18479,0,1,0,13,7,0,6,-1,0.285714286,0,1,2,12,13359,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.428571429,606,0.285714286,0,0.285714286,7,0.857142857,0
1335913,7,1335913,13359,18479,0,1,0,13,7,1,8,0,0.428571429,0.142857143,1,1,13,13359,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.428571429,606,0.428571429,0.142857143,0.428571429,7,0.857142857,0
1336101,7,1336101,13361,18479,0,1,0,13,7,4,1,0,0.428571429,0.428571429,1,0,1,13361,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,597.1428571,0.428571429,0.428571429,0,7,0.857142857,0
1336102,7,1336102,13361,18479,0,1,0,13,7,0,1,-1,0.428571429,0.285714286,1,2,2,13361,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,597.1428571,0.428571429,0.285714286,0.142857143,7,0.857142857,0
1336103,7,1336103,13361,18479,0,1,0,13,7,2,1,0,0.285714286,0.428571429,1,1,3,13361,1,1,1,2,1,0.23,1.1,1,0,0,0.42,0.45,0,0,0.285714286,597.1428571,0.285714286,0.428571429,0,7,0.857142857,0
1336104,7,1336104,13361,18479,0,1,0,13,7,0,10,NA,NaN,NaN,1,0,4,13361,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,597.1428571,NA,NA,NA,7,0.857142857,NA
1336105,7,1336105,13361,18479,0,1,0,13,7,0,4,-1,0.142857143,0,1,1,5,13361,2,2,1,2,2,-0.17,1.26,1,0,0,0.42,0.45,0,0,0.428571429,597.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1336106,7,1336106,13361,18479,0,1,0,13,7,0,12,NA,NaN,NaN,1,2,6,13361,2,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.428571429,597.1428571,NA,NA,NA,7,0.857142857,NA
1336107,7,1336107,13361,18479,0,1,0,13,7,0,11,NA,NaN,NaN,1,0,7,13361,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,597.1428571,NA,NA,NA,7,0.857142857,NA
1336108,7,1336108,13361,18479,0,1,0,13,7,0,9,NA,NaN,NaN,1,2,8,13361,1,2,1,2,2,NA,NaN,1,0,0,0.42,0.45,0,0,0.238095238,597.1428571,NA,NA,NA,7,0.857142857,NA
1336109,7,1336109,13361,18479,0,1,0,13,7,0,3,-1,0.142857143,0,1,1,9,13361,1,2,1,2,2,0.06,1.39,1,0,0,0.42,0.45,0,0,0.238095238,597.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1336110,7,1336110,13361,18479,0,1,0,13,7,0,5,-1,0.142857143,0.142857143,1,1,10,13361,2,2,2,2,1,0,1.03,1,0,0,0.42,0.45,0,1,0.428571429,597.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1336111,7,1336111,13361,18479,0,1,0,13,7,0,7,0,0,0.142857143,1,2,11,13361,2,2,2,2,2,0.24,7.43,1,0,0,0.42,0.45,0,1,0.428571429,597.1428571,0,0.142857143,0,7,0.857142857,0
1336112,7,1336112,13361,18479,0,1,0,13,7,0,6,-1,0.285714286,0,1,2,12,13361,1,2,1,2,2,0.05,1.03,1,0,0,0.42,0.45,0,1,0.428571429,597.1428571,0.285714286,0,0.285714286,7,0.857142857,0
1336113,7,1336113,13361,18479,0,1,0,13,7,0,8,0,0.428571429,0.571428571,1,1,13,13361,1,1,1,1,2,0,0,1,0,0,0.42,0.45,0,1,0.428571429,597.1428571,0.428571429,0.571428571,0,7,0.857142857,0
1336301,8,1336301,13363,18479,0,1,0,13,7,5,2,-1,0.142857143,0,1,0,1,13363,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,711.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1336302,8,1336302,13363,18479,0,1,0,13,7,3,3,-1,0,0,1,1,2,13363,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.285714286,711.1428571,0,0,0,7,0.857142857,0
1336303,8,1336303,13363,18479,0,1,0,13,7,5,10,NA,NaN,NaN,1,2,3,13363,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,711.1428571,NA,NA,NA,7,0.857142857,NA
1336304,8,1336304,13363,18479,0,1,0,13,7,1,9,NA,NaN,NaN,1,0,4,13363,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,711.1428571,NA,NA,NA,7,0.857142857,NA
1336305,8,1336305,13363,18479,0,1,0,13,7,4,12,NA,NaN,NaN,1,2,5,13363,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,711.1428571,NA,NA,NA,7,0.857142857,NA
1336306,8,1336306,13363,18479,0,1,0,13,7,1,11,NA,NaN,NaN,1,1,6,13363,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,711.1428571,NA,NA,NA,7,0.857142857,NA
1336307,8,1336307,13363,18479,0,1,0,13,7,2,1,-1,0.142857143,0,1,0,7,13363,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,711.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1336308,8,1336308,13363,18479,0,1,0,13,7,1,4,-1,0.142857143,0,1,1,8,13363,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.19047619,711.1428571,0.142857143,0,0.142857143,7,0.857142857,0
1336309,8,1336309,13363,18479,0,1,0,13,7,1,1,-1,0.285714286,0.142857143,1,2,9,13363,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,711.1428571,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1336310,8,1336310,13363,18479,0,1,0,13,7,0,5,-1,0.142857143,0.142857143,1,1,10,13363,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.142857143,711.1428571,0.142857143,0.142857143,0,7,0.857142857,0
1336311,8,1336311,13363,18479,0,1,0,13,7,2,7,0,0.142857143,0.428571429,1,2,11,13363,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.142857143,711.1428571,0.142857143,0.428571429,0,7,0.857142857,0
1336312,8,1336312,13363,18479,0,1,0,13,7,0,6,0,0.571428571,0.428571429,1,1,12,13363,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.142857143,711.1428571,0.571428571,0.428571429,0.142857143,7,0.857142857,0
1336313,8,1336313,13363,18479,0,1,0,13,7,3,8,-1,0,0,1,1,13,13363,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.142857143,711.1428571,0,0,0,7,0.857142857,0
1336401,8,1336401,13364,18481,0,1,0,13,7,3,12,NA,NaN,NaN,1,0,1,13364,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,572.2857143,NA,NA,NA,7,0.857142857,NA
1336402,8,1336402,13364,18481,0,1,0,13,7,1,1,0,0.285714286,0.142857143,1,1,2,13364,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,572.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1336403,8,1336403,13364,18481,0,1,0,13,7,4,1,-1,0.142857143,0.142857143,1,2,3,13364,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,572.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1336404,8,1336404,13364,18481,0,1,0,13,7,2,10,NA,NaN,NaN,1,0,4,13364,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,572.2857143,NA,NA,NA,7,0.857142857,NA
1336405,8,1336405,13364,18481,0,1,0,13,7,3,2,-1,0.142857143,0,1,2,5,13364,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,572.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1336406,8,1336406,13364,18481,0,1,0,13,7,1,1,-1,0.142857143,0.142857143,1,1,6,13364,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,572.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1336407,8,1336407,13364,18481,0,1,0,13,7,5,4,0,0.285714286,0.142857143,1,0,7,13364,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.19047619,572.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1336408,8,1336408,13364,18481,0,1,0,13,7,5,9,NA,NaN,NaN,1,1,8,13364,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.19047619,572.2857143,NA,NA,NA,7,0.857142857,NA
1336409,8,1336409,13364,18481,0,1,0,13,7,3,3,-1,0.142857143,0.142857143,1,2,9,13364,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.19047619,572.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1336410,8,1336410,13364,18481,0,1,0,13,7,0,5,-1,0.142857143,0.142857143,1,1,10,13364,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.142857143,572.2857143,0.142857143,0.142857143,0,7,0.857142857,0
1336411,8,1336411,13364,18481,0,1,0,13,7,0,7,0,0.285714286,0,1,2,11,13364,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.142857143,572.2857143,0.285714286,0,0.285714286,7,0.857142857,0
1336412,8,1336412,13364,18481,0,1,0,13,7,0,6,-1,0.142857143,0,1,1,12,13364,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.142857143,572.2857143,0.142857143,0,0.142857143,7,0.857142857,0
1336413,8,1336413,13364,18481,0,1,0,13,7,6,8,0,0.285714286,0.285714286,1,1,13,13364,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.142857143,572.2857143,0.285714286,0.285714286,0,7,0.857142857,0
1336501,8,1336501,13365,18479,0,1,0,13,7,1,11,NA,NaN,NaN,1,0,1,13365,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,735.2857143,NA,NA,NA,7,0.857142857,NA
1336502,8,1336502,13365,18479,0,1,0,13,7,1,3,-1,0,0,1,1,2,13365,1,2,1,2,2,0.06,1.39,0,1,0,0,0.2,0,0,0.285714286,735.2857143,0,0,0,7,0.857142857,0
1336503,8,1336503,13365,18479,0,1,0,13,7,1,10,NA,NaN,NaN,1,2,3,13365,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,735.2857143,NA,NA,NA,7,0.857142857,NA
1336504,8,1336504,13365,18479,0,1,0,13,7,1,1,0,0.428571429,0.142857143,1,0,4,13365,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,735.2857143,0.428571429,0.142857143,0.428571429,7,0.857142857,0
1336505,8,1336505,13365,18479,0,1,0,13,7,1,2,0,0.571428571,0.142857143,1,2,5,13365,2,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.285714286,735.2857143,0.571428571,0.142857143,0,7,0.857142857,0
1336506,8,1336506,13365,18479,0,1,0,13,7,1,12,NA,NaN,NaN,1,1,6,13365,2,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.285714286,735.2857143,NA,NA,NA,7,0.857142857,NA
1336507,8,1336507,13365,18479,0,1,0,13,7,1,9,NA,NaN,NaN,1,0,7,13365,1,2,1,2,2,NA,NaN,0,1,0,0,0.2,0,0,0.19047619,735.2857143,NA,NA,NA,7,0.857142857,NA
1336508,8,1336508,13365,18479,0,1,0,13,7,1,1,0,0.428571429,0.142857143,1,1,8,13365,1,1,1,2,1,0.23,1.1,0,1,0,0,0.2,0,0,0.19047619,735.2857143,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1336509,8,1336509,13365,18479,0,1,0,13,7,2,4,0,0.285714286,0.142857143,1,2,9,13365,1,2,1,2,2,-0.17,1.26,0,1,0,0,0.2,0,0,0.19047619,735.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1336510,8,1336510,13365,18479,0,1,0,13,7,0,5,-1,0.428571429,0.142857143,1,1,10,13365,2,2,2,2,1,0,1.03,0,1,0,0,0.2,0,1,0.142857143,735.2857143,0.428571429,0.142857143,0.285714286,7,0.857142857,0
1336511,8,1336511,13365,18479,0,1,0,13,7,0,7,0,0.285714286,0.142857143,1,2,11,13365,2,2,2,2,2,0.24,7.43,0,1,0,0,0.2,0,1,0.142857143,735.2857143,0.285714286,0.142857143,0.142857143,7,0.857142857,0
1336512,8,1336512,13365,18479,0,1,0,13,7,0,6,0,0.571428571,0.285714286,1,1,12,13365,1,2,1,2,2,0.05,1.03,0,1,0,0,0.2,0,1,0.142857143,735.2857143,0.571428571,0.285714286,0.142857143,7,0.857142857,0
1336513,8,1336513,13365,18479,0,1,0,13,7,1,8,-1,0,0.142857143,1,1,13,13365,1,1,1,1,2,0,0,0,1,0,0,0.2,0,1,0.142857143,735.2857143,0,0.142857143,0,7,0.857142857,0
1336701,9,1336701,13367,18479,0,1,0,13,7,0,4,-1,0,0,1,0,1,13367,1,2,1,2,2,-0.17,1.26,0,0,1,0.83,0,0,0,1,552.4285714,0,0,0,7,0.857142857,0
1336702,9,1336702,13367,18479,0,1,0,13,7,2,1,-1,0.142857143,0,1,2,2,13367,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,1,552.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1336703,9,1336703,13367,18479,0,1,0,13,7,1,12,NA,NaN,NaN,1,1,3,13367,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,1,552.4285714,NA,NA,NA,7,0.857142857,NA
1336704,9,1336704,13367,18479,0,1,0,13,7,0,3,-1,0,0,1,0,4,13367,2,2,1,2,2,0.06,1.39,0,0,1,0.83,0,0,0,0.666666667,552.4285714,0,0,0,7,0.857142857,0
1336705,9,1336705,13367,18479,0,1,0,13,7,0,1,-1,0,0,1,1,5,13367,2,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.666666667,552.4285714,0,0,0,7,0.857142857,0
1336706,9,1336706,13367,18479,0,1,0,13,7,0,10,NA,NaN,NaN,1,2,6,13367,2,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.666666667,552.4285714,NA,NA,NA,7,0.857142857,NA
1336707,9,1336707,13367,18479,0,1,0,13,7,1,9,NA,NaN,NaN,1,0,7,13367,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,552.4285714,NA,NA,NA,7,0.857142857,NA
1336708,9,1336708,13367,18479,0,1,0,13,7,0,11,NA,NaN,NaN,1,2,8,13367,1,2,1,2,2,NA,NaN,0,0,1,0.83,0,0,0,0.2,552.4285714,NA,NA,NA,7,0.857142857,NA
1336709,9,1336709,13367,18479,0,1,0,13,7,0,2,-1,0.142857143,0,1,1,9,13367,1,1,1,2,1,0.23,1.1,0,0,1,0.83,0,0,0,0.2,552.4285714,0.142857143,0,0.142857143,7,0.857142857,0
1336710,9,1336710,13367,18479,0,1,0,13,7,0,5,-1,0,0,1,1,10,13367,2,2,2,2,1,0,1.03,0,0,1,0.83,0,0,1,1,552.4285714,0,0,0,7,0.857142857,0
1336711,9,1336711,13367,18479,0,1,0,13,7,0,7,0,0.285714286,0.285714286,1,2,11,13367,2,2,2,2,2,0.24,7.43,0,0,1,0.83,0,0,1,1,552.4285714,0.285714286,0.285714286,0,7,0.857142857,0
